"2","A romantic zen baseball comedy","When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"". This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner. As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players. With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!"
"2","Fashionable Compression Stockings!","After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling."
"2","Jobst UltraSheer Thigh High","Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help."
"1","sizes recomended in the size chart are not real","sizes are much smaller than what is recomended in the chart. I tried to put it and sheer it!. I guess you should not buy this item in the internet..it is better to go to the store and check it"
"1","mens ultrasheer","This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!"
"2","Delicious cookie mix","I thought it was funny that I bought this product without knowing it was a mix. I read the header very quickly and just thought it was packaged cookies. But no, it is cookie MIX and I guess I should have noticed that since it is right in the title.This is the first time I have ever tried baking with a cookie mix. If you are used to the convenience of the cookie dough that you buy wrapped up in plastic logs then you might be in for a bit of a surprise. Mixing up the dough can get VERY messy (it is extremely sticky). However, with a cookie mix like this you have a lot of flexibility in the ratio of ingredients (I like to add some extra butter to make the baked cookies more chewy). Also, this mix has really large chocolate chips in it--I love that.I removed a star for the addition of 'natural flavors' in the mix."
"1","Another Abysmal Digital Copy","Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon."
"2","A fascinating insight into the life of modern Japanese teens","I thoroughly enjoyed Rising Sons and Daughters. I don't know of any other book that looks at Japanese society from the point of view of its young people poised as they are between their parents' age-old Japanese culture of restraint and obedience to the will of the community, and their peers' adulation of Western culture. True to form, the ""New Young"" of Japan seem to be creating an ""international"" blend, as the Ando family demonstrates in this beautifully written book of vignettes of the private lives of members of this family. Steven Wardell is clearly a talented young author, adopted for some of his schooling into this family of four teens, and thus able to view family life in Japan from the inside out. A great read!"
"2","i liked this album more then i thought i would","I heard a song or two and thought same o same o,but when i listened to songs like ""blue angel"",""lanna"" and 'mama"" the hair just rose off my neck.Roy is trully an amazing singer with a talent you don't find much now days."
"1","Problem with charging smaller AAAs","I have had the charger for more than two years. It charges AA batteries just fine, but has a huge problem securing smaller AAA batteries. To charge the smaller batteries you need to flip down the little button at the positive end. In the beginning one of the four AAA batteries would pop up, and now three out of the four won't hold. The problem is the flip mechanism became loose, and any horizontal pressure would push the buttons back up. What I have to do now is using duct tape and a segment of crayon, apply the crayon on the buttons, and wrap the tape around. You know how painful that is."
"1","Works, but not as advertised","I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger."
"1","Disappointed","I read the reviews,made my purchase and was very disappointed. The charger is convenient by charging all four batteries at once but the charge only lasts a very short time. I now have to go and find batteries that will give me longer life than the kodak NiMH AA batteries."
"1","Oh dear","I was excited to find a book ostensibly about Muslim feminism, but this volume did not live up to the expectations.One essay, among other things, describes the veil as potentially liberating. It doesn't begin to explain how or why.Another, on Muslim women in Cape Town, claims that Muslim women there are separate but ""more than equal."" Gee whiz, what a disappointment.I had expected and hoped for at least one Muslim feminist condemnation of gender apartheid. But there is not a single one in the book.I'm surprised it didn't have an essay extolling the virtues of female genital mutilation.--Alyssa A. Lappen"
"2","Based on the reviews here I bought one and I'm glad I did!","This VCR/DVD was an early Christmas present to myself after deciding to join the rest of the world in DVD-land but not wanting to let go of my VHS movies quite yet. Based on the reviews and price, and because I own a JVC TV, this was my choice. I agree with the easy set-up. It's a bit awkward to work the whole TV/VHS/DVD selection options but I think I've gotten the hang of it.Two comments: it's not intuitive and actually is pretty complicated (too many buttons on the remote but that might please others who are more technically-minded than me) so I've had to rely heavily on the how-to manual. And setting the VCR timer is awkward -- you can't enter the start and end time but have to scroll (unless I'm missing something)...but those are my only complaints. This is a good product for your $$$."
"1","Incorrect disc!","I am a big JVC fan, but I do not like this model, I was suspiscious when I saw several units in the return section of the store. I bought one anyway (new) and must say I am not happy. The unit sends out clicks to the receiver once in a while, the transition between scenes is not always smooth,(like a little pause) and while it is still fairly new I can't get any DVD,CD or even a DVD headcleaner to work. All I get is a ""incorrect disc"" message."
"2","happy with it...but","I'm a JVC nut...I have 3 JVC televisions, one VCR, one bookshelf audio system and car audio system. So when it came time to move the VCR player to the boys room and get another one for the old man I knew what make it was going to be. I decided on the combo player because I don't think VHS is going to be around much longer. I like my combo player except for 2 things:(1)no cable box compatability on the remote control (2)no seperate audio video inputs only input for coax cable from my cable box so all of the cable programming is in mono...wife can't tell the difference in the sound so if she's happy then I'll just live with it. VCR and DVD look and sound GREAT!!!!!!!"
"1","should be titled ""Hollywood Debacle""","The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid."
"2","Is this great TV??? You bet it is","Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are great. The season finale was an interesting to watch.The show reminds me of Hotel which aired on ABC from 1983 to 1988. The reason...Hotel was set at a fictional San Francisco hotel as Hotel Babylon was set at a luxury five-star hotel in England.I recommend this DVD to anyone who is willing to watch a great show from the BBC."
"1","Nothing you don't already know","If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!"
"1","Unfortunately it wasn't entertaining in the least bit.","When I first ordered the CD, I figured it was going to be a hip, cool daddy vibe CD. However much to my dismay it sounds like a fourth grade music class. The main jist of the CD is that there is a xylaphone playing over peoples voices trying to replicate happening party. I believe if I played this CD at a party anywhere in my neighborhood I would get laughed off the beach. Growing up a surfer in San Diego, I would not recommend this CD to any of my Southern California brothers. Honestly, when I played it I kinda of felt I was in a bad B movie. The absolutle epitimy of the CD is the last ""vibe"" Surf Cha Cha. Surfers don't CHA."
"2","Rochelle explains It All for You","Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book"
"2","More great playing","Larry's work for the Muse label in the late 80s and early 90s found him exploring the rich catalog of jazz standards that he probably grew up playing. Surrounding himself with the best musicians around, Larry sounds relaxed, focused, and totally in control. Listen to Larry's take on ""My Funny Valentine"" and tell me it doesn't stand right up there with Chet Baker's or Miles'. A very fine album that you'll enjoy again and again."
"1","Doesn't work on a Mac","It clearly says on line this will work on a Mac OS system. The disk comes and it does not, only Windows . Do Not order this if you have a Mac!!!!!!!"
"1","Very Frustrating","My three year old son was very excited to get this but after two attempts at playing it hasn't been touched since. You are not able to use the mouse through any of the games except for the ""power-up segments"" instead you are using the up-down arrows on the keyboard - too hard for him and not much fun. Very disapointed with this game and wish I could return it."
"1","Mind numbing","This game makes you do the same things over and over, it never holds my son's attention long enough to get to the next level. There is no choice of games you have to do every thing in order. We have another Rescue Heroes game and both my boys 3 and 6 love it, but this one is a dog!"
"1","Cannot recommend","As a former Alaskan, I didn't want to have to do this. But after repeatedly attempting Allman's recipes and having to throw out 8-10 cups of flour and miscellaneous ingredients nearly every time--and then comparing to Ed Wood's recipes which work flawlessly, and Lisa Rayner's very excellent Wild Bread: Hand-baked sourdough artisan breads in your own kitchen, I can't help but notice that their recipes work, where Allman's fail.I'm not a novice baker. The only thing that worked reliably was the pancakes recipe, but that can be found other places as well.If you are looking for reliable recipes and concise information about starting a sourdough and maintaining it, I recommend any of Ed Wood's books, even his very old ones. Lisa Rayner has written a fabulous tome in Wild Bread. But pass on this book.While some of the historical vignettes were interesting--not enough so to warrant the cost of the book. Check it out at your library if you must."
"2","Alaska sourdough","REad most of the book while visiting my brother in Alaska. Loved it. I am going to be making my sourdough starter soon. Book is full of great stories and recipes."
"2","Old and good","This book is worth to keep in your collection as it does not only advise what to do with sourdough but Ruth also told you what the picture of past 100 years ago in Alaska where no stand mixer nor any civilized stuffs in kitchen, just a pot of sourdough."
"2","autumn","got this for my daughter in NC, she is now making prefect bread. Wish she lived closer to make me some"
"2","Fast mp3 download of music waxed decades ago","One of these 26 songs played as background music on a YouTube video of some kind of gymnastic or dance feat out of Russia. I hunted down the melody, read the English lyrics, then decided to see what else was in the album. Downloaded the full album for $15 via Amazon mp3 downloader, and now happily listen to the melodies (interspersed) on my iPod."
"1","Maybe I got a bad one.","My experience: I got this from FM, not Amazon. The DVD player rattled pretty loudly sometimes (but not always) when I put in a DVD. I tried several. The picture quality wasn't all that great and the screen got a horizontal line thru the middle after a short time that would not go away. Plus one of the other reviewers was dead on about the remote - the layout makes no sense at all! Very poor human engineering, IMO. I brought it back to the store for a refund. I saw the same model under the Emerson name for <$400 at WM but was hesitant to buy it."
"2","Sylvania 6620LDG 20"" Flat Panel LCD TV with Built in DVD player","Light weight, space saving very attractive design. Sharp Picture, Good sound quality and quick response time. DVD playback also excellent. Only negative is its remote control. It is hard to read the functions of the keys due to color choices. The placement of the keys are almost illogical and you have to look at it carefully before each use. It almost seems like it was designed by an imbecil. The quality, the features and the price still makes this TV an excellent buy."
"1","TERRIBLE!! DO NOT BUY THIS","I bought this for my wife for her birthday,and had toreturn it because the DVD palyer would not work. I returned it and got a repalcement, which once again the DVD player failed to work! It is a piece of junk."
"1","*** BEWARE ***","This TV is set so that it is not capable of a ""recall"" function. If you want to flash back between channels, this TV is not going to give it to you. The remote control that comes with the TV has no recall function, so I bought a Sony universal, which is a much better remote, that had the recall button on it. However, I soon learned that the TV is set at the factory to not have the capability to flash-back. It may not be a big deal to some, but this user found it very annoying."
"2","Kitchen TV","I bought this to replace a 13"" tube tv in my kitchen. What I gained was a larger screen plus relcaiming the counter space. The picture is good, and the internal DVD player is a bonus. All in all, a good purchase."
"2","Nice for the money","The first one I bought was defective. The DVD didn't work at all. I purchased it from Electronics Express and when I contacted them they were wonderful. They gave me an RMA number right away, Fedex picked it up the next day and a new one arrived 1 week later. This one is just fine. I really love the clarity of the picture. My only complaint is that in DVD mode, the sound isn't loud enough. I have it in my RV and with the A/C running, I can barely hear it. I solved the problem by running an audio out jack from the TV to the input on the RV stereo speaker system. It's very lightweight and easy to move around and store. A bonus for the RV. The remote isn't great, but it works just fine and the video/audio jacks and antenna input are easy to get to as is the DVD player. All in all, it's a great deal for the price."
"1","Disappointed Romanian!","This book in my opinion is biased and takes an angle of Europe that is ""clean and proper"" and fails to shed light on the rest of it. I can understand that these are ""tourist guides"" and why would anyone want to tour a country forgotten by time. However, I am a very disappointed Romanian with this book and would never use it as my reference. I have seen travel guides outlining Europe exclude Romania before, but with the precision and detail of DK's series, I was left yet again in disappointment."
"2","Great travel guide to Europe!","This book is realy great for everybody who likes to travel Europe. The combination of good pictures, illustration and texts is perfect. You get a good overall view for the most important sights, places, cities and countries in Europe and also a bit of historical information. As a European who already traveled a bit I still could find a lot of inspiration to more interesting places to go. Thank a lot to Eyewitness Travel for there great books!"
"1","Not the best","I bought both this and lonely planet and have used lonely planet more because this book is full of pictures but doesn't give you all the info you need. Also, I ended up buying each indiv city guide as well because this one only scratches the surface!"
"2","Good but received defective book","I bought this book because we are moving to Germany and I wanted to get a good overview of all the countries in Europe that we could travel too. Unfortunately pages 457-480 on Greece are not in English - looks to be Spanish. There was some sort of printing problem! But I found the rest of the book to give good highlights of the countries."
"2","From The Label:","From Memphis, TN. comes The Reatards, fronted, of course, by wild kid Jay Reatard. He starting off on Eric Oblivians label, Goner, at the tender age of 15. Jay, now 19, is still rocking and offending the sensibilities of his community. Overdriven, loud, crackling guitars underlaying Jay's southern crooning howl energizes some of the most amazing hate-filled song writing we've heard in years."
"1","Either 1 or 5 Stars. Depends on how you look at it.","Either 1 or 5 Stars. Depends on how you look at it.1 Star because they sent 6 feet of 2"" OD copper pipe.0 Star because they won't accept returns on it.5 stars because I figure it's actually worth $12-15/foot and since they won't take a return I figure I can sell it and make $40-50 on this deal"
"2","Hunting the Hard Way","Thia was a gift for my Husband, who loved the book. It arrived on the date we were told it would."
"1","Disappointing","The text is the same as ever (I think), but the plates are markedly inferior to all previous editions. Had I known this ahead of time, I would not have purchased this volume."
"2","Homer or Moses?","An extremely helpful gem on a complex subject of second century religious authority and textual use. For anyone serious about this period and the interelation of cultures, this book is essential. Is it complex and detailed? Of course, it must be to argue the point. Should you buy it? Yes, unless you want to keep running back to the library. I write this only after thoroughly disagreeing with the review above."
"1","Very poor quality.","The screen arrived in a cardboard box that was pretty beat up. The screen itself is very lightweight, very cheesy looking. The ""finish"" was worn across the entire top of the screen. I knew this wasn't solid brass, but I expected something that at least looked decent from a distance for the price I paid."
"1","Scraped across the whole top.","Purchased this screen last week and it came with noticeable scrapes across the top. The box it came in was gigantic with plenty of packaging material, but the screen was packaged loosely at the bottom. However, since it was in another smaller box, I'm thinking that the scraping was there to begin with, and not from shipping. Still deciding whether to go through the trouble of exchanging it since another reviewer said they had the same damage. I wouldn't want to risk getting another with the same damage and I really need a screen right now. Other than the damage, it's a very nice screen."
"2","unknown Africa","You don't expect music from africa to be so profesionally produced. Me from the white world, don't understand the lyrics, but we do understand the music which is a mixture between salsa, soukous and fado with always the african feeling for rithem. The soft almost borred voice of Oliver N'goma fits pefectly in the music. The CD is recorded in France Paris, you can hear that professionals have been working on the CD. A must for a hot, lazy night.greetings Arno, Amsterdam"
"1","Didn't live up to expectations.","I ordered these shoes to replace the previous pair that had ripped apart at the sole. Clark said they did not make this shoe anymore, so I had to order them through Amazon. Sadly, the second pair ripped in the same place within 3 months. My son has since bought a similar pair from Sperry and they seem to be holding up much better."
"1","Profound then. Truly horrible now.","The narrative style of this work by famous founders' biographer John Morse is arrogant, flippant and frequently exaggerated. It carries the tone of the amateur Yankee historian on high, passing judgment on this Southern statesman who was neither from Boston nor a Harvard graduate. Perhaps considered penetrating for its day, it really represents nothing more than opinion today. The research is so thin that one must conclude that Morse wrote the entire manuscript essentially from memory, with little reference to the primary and secondary sources we expect of historians now. If it weren't for the fact that Morse wrote this piece 110 years ago, I'd have rated it only one star."
"2","Definitely enjoyed!","This was a gift for my 6 yr old daughter. She is a big Barbie fan as well as loves to use the computer. She is still enjoying this game. She completed it in a few hours which worried me at first, but she loves to do it over and over again. The music is enjoyable and the colors are vibrant. It seems to be very user friendly also....my daughter has not really needed my help to use it once she started it the first time."
"2","Even Mommy has fun with this one!","My four year old daughter loves everything Barbie and loves the Rapunzel movie. This game is tons of fun, even for a 42 year old. We love playing it together. We love decorating all the rooms and finding the gems. What even better is, she can play it alone and I get some me time!"
"2","Great combination of creativity and adventure","My 4 year old daughter has been addicted to this game. She plays it over and over again. She loves the opening song and has been singing it non stop. She gets excited each time she completes a room and finds a gem and loves solving the maze to find Prince Stefan. The only problem is that she sings the song so much I can't get it out of my head!"
"2","Rapunzel","This is such a great game both my 3 year old son and 7 year old daughter love it. I like to play to if they would let me! So much fun decorating the rooms and so many choices to keep you playing Great game. Not at all what you would think a Barbie game would be. Great fun for all!!"
"1","[Not what I expected]","... My daughter and I loved the movie. She is 5 years old and it took her 2 hours to complete the game. Absolutely no challenge, and very little interaction. It is essentially just clicking on the screen to make it play the 7 or 8 scenes it has programmed. There are no games to play, nothing to figure out, nothing to do. Save your money."
"1","barbie rapunzel = crying child","My 6-year old daughter is currently sobbing in her bedroom as a result of this rotten game.She spent an hour on this game painting in pretty pictures and coloring in flowers. But halfway through the game, the program hung, and wouldn't let us leave the room or click anywhere else. Now even if we exit the game and then start it back up, we are frozen in one spot while Barbie's disembodied voice urges us to ""explore somewhere else in the castle.""Standard software troubleshooting and rebooting didn't help. Vivendi Games' support site is ""currently disabled."" And now I'm left with a weeping, frustrating child who doesn't understand that it is not her fault that her game won't work. I'm hoping it was just incompetent software programming that couldn't catch the bug my 6-year old caught the first time around. Or maybe they just don't care about the problems, so long as you get our 20 bucks. If you don't want a crying little girl, avoid this game!"
"2","Barbie as Rapunzel: A Creative Adventure","I purchased this software for my 5 year old granddaughter and she loves playing it so much. She lets me play it sometimes, but she doesn't always like what I come up with. I plan to purchase other software programs for her."
"2","Use your imagination!","My 3 year old daughter & I both love this software. We actually fight over who is going paint the pictures or choose the themes for each room. This game allows you to be creative & use your imagination by ""decorating"" each room of the castle and finding the missing gems to the prince's crown which gives Rapunzel the power to find Prince Stephan who has been turned to stone & bring him back to life. The music & animation is the best I have seen. Most of the kids software that I've seen is boring to me as an adult, but this is not at all. I sometimes like to play it without her! There are so many variations on color schemes & patterns & that you can never be bored. I highly recommend this for girls of all ages."
"1","Not so good - ok for a rental!","This game is pretty exciting and it is very nice and it is really creative and one of a kind. The only bad thing is that there is only one ""castle"" for the kids to ""decorate"" and once you are done with the whole castle that is basically it. You either have to create a new username for yourself to do it all over again or you get another game like I did. My sister finished the ""castle"" in about 2 hours and after that has never even looked at this game anymore. It is a nice game and it is fun but it is not really worth that much money."
"1","NOT OS X but MAC CLASSIC","NEGATIVE: This game does not work with OS X and requires the CD so you can't have it on multiple computers. It is slow I have to tell my daughter that it is thinking a lot, this is because it has to access the CD everytime there is a new task. You can't view the openning sequence again without throwing out the saved game files. Some of the tasks and controls are too hard and not user friendly even for adults.it CRASHES all the time.Mouse is jumpy and hard to use.POSITIVE: Some tasks are easy, possible to use, grand and beautiful.My three year has enough patience to survive the multiple trials to get this to work."
"1","Bad Deal!!","I ordered this DVD and received a substitute I never received the DVD I ordered from Importcds (the Vendor). I contacted them and did not recieve any feedback. I can't rate a DVD I have never seen. I didn't bother to send it back because it would have cost me more that I orginally paid for it. In the future I will watch for the name of the person and/or persons I am buying from. I thought they were a good company. I understand a simple mistake but, to not get a response at all is not good businees sense. I spend hundreds of dollars a month on Amazon.com building my DVD collection. I guess I will be more careful in the future."
"2","Smells divine.","This is my second bottle of sheer freesia, I just love this fragrance, its a light delicate sent, beautiful, like a summer day."
"1","Very disappointed!","This perfume is just AWFUL! Smells nothing like freesia.The gift recipient was not impressed. The worst is that it can't be returned!"
"2","Creepy","Wow, what people will do behind jealousy and revenge - there are some doors you should not open, and if you do - be prepared for what you find behind it!"
"1","audio options non existent","While the movie in itself was better than i expected what i didnt expect was the ""non existent"" Thai soundtrack. While the option was on the disc menu (as well as stated on the package) the Thai soundtrack does not exist. No matter what you choose, Thai or English, English is what you get and while there are some exceptions most dubbing is ridiculous at best and the dubbing on this title is sub par. While this review covers only the first movie of the two the other may remain in plastic never to see the inside of my dvd player. Its a shame and a sham when you purchase what claims to be original and is not. Very disapointed in this offering from Tokyo Shock."
"2","Sooo JAMMIN', too trill","Man, some more jammin tracks from the SUC. This is Pokey's first official record....and sh** is sooo real. Love the production, everything is real nice & screwed out. This is among the last of the great SUC records. Not to say they've fallen off....just they've downsized so much with the deaths of the screw pioneers. Sad but true. If ya love Tx rap, you've gotta get this 1. Somethin to kickback & blow big too, somethin to jam in the ride. So underrated, right here. I wish people would forget all the bullsh** on BET/MTV and check what's happening in Houston. But i guess...it's sadly almost too late. Pat's gone, hawk's gone...screw, Moe, Pimp C, Big Steve. Makes me sad. Regardless, Pokey is still alive and making new music, keeping the legacy alive. And this is a great place to start with him. Classic record. Love it, man"
"2","Dirty South","This is probably the best southside CD to ever come out. Pretty much every song has a guest or 2 on the track. From the late Fat Pat, to Botany Boys, Mr. 3-2, Big Steve, Chris Ward, H.A.W.K, and many more. This is how a southside CD should always be."
"2","Good book","Well written chronicles of The Farm from the people who lived it. Excellent photos as well.I kept looking for a photo of me and my then-wife, but I wasn't there long enough. But shewas :-)"
"2","voices from the farm","i have a copy of this book and love it and can't wait til the revised version comes out in a few weeks"
"2","Little one, maid of Israel","Bill Harvey has a wonderful gift of making history come alive in this book. This book awakens a sense of wonder at the possiblility of a real relationship with God as you follow the faithfulness of one little girl in ancient times. Young girls ages 5-15 will love this book. It has always been one of my most loved treasures, a real Keeper !"
"1","It Drew Air","This book drew air pretty bad. I have no idea why someone would waste their time writing it. Boy did it draw air. Do not read this book."
"2","comfy,warm.. but run big","just like the title says. Warm, comfy but run a size too big. I don't wear them out as they are just for lounging, so it's not that big of a deal for me."
